ID,Topic,English,Hindi,Difficulty,Part of speech,Source type,Dialogue links
hou-120,Housing & tenancy,notice to vacate,मकान खाली करने की सूचना,intermediate,term,curated-direct,
hou-121,Housing & tenancy,pay the bond,बॉन्ड जमा करना,foundation,action,curated-direct,dialogue-064
hou-122,Housing & tenancy,real estate agent,रियल एस्टेट एजेंट,foundation,term,curated-direct,
hou-123,Housing & tenancy,request a repair,मरम्मत का अनुरोध करना,foundation,action,curated-direct,
hou-124,Housing & tenancy,residential rental agreement,आवासीय किराया समझौता,intermediate,term,curated-direct,
hou-125,Housing & tenancy,normal wear and tear,सामान्य घिसावट,advanced,term,curated-direct,
hou-126,Housing & tenancy,notice of intention to vacate,मकान खाली करने के इरादे की सूचना,advanced,term,curated-direct,
hou-127,Housing & tenancy,amend rental application,किराये का आवेदन में संशोधन करना,intermediate,action,family-application,
hou-128,Housing & tenancy,approve rental application,किराये का आवेदन स्वीकृत करना,intermediate,action,family-application,dialogue-064
hou-129,Housing & tenancy,completed rental application,पूर्ण किराये का आवेदन,intermediate,term,family-application,
hou-130,Housing & tenancy,incomplete rental application,अधूरा किराये का आवेदन,intermediate,term,family-application,
hou-131,Housing & tenancy,lodge rental application,किराये का आवेदन दर्ज करना,intermediate,action,family-application,dialogue-064
hou-132,Housing & tenancy,online rental application,ऑनलाइन किराये का आवेदन,intermediate,term,family-application,
hou-133,Housing & tenancy,paper rental application,कागज़ी किराये का आवेदन,intermediate,term,family-application,
hou-134,Housing & tenancy,refuse rental application,किराये का आवेदन अस्वीकार करना,intermediate,action,family-application,
hou-135,Housing & tenancy,rental application deadline,किराये का आवेदन की अंतिम तिथि,intermediate,term,family-application,
hou-136,Housing & tenancy,rental application fee,किराये का आवेदन शुल्क,intermediate,term,family-application,dialogue-064
hou-137,Housing & tenancy,rental application form,किराये का आवेदन पत्र,intermediate,term,family-application,dialogue-064
hou-138,Housing & tenancy,rental application outcome,किराये का आवेदन का परिणाम,intermediate,term,family-application,
hou-139,Housing & tenancy,rental application requirements,किराये का आवेदन की आवश्यकताएँ,intermediate,term,family-application,
hou-140,Housing & tenancy,rental application status,किराये का आवेदन की स्थिति,intermediate,term,family-application,
hou-141,Housing & tenancy,review rental application,किराये का आवेदन की समीक्षा करना,intermediate,action,family-application,
hou-142,Housing & tenancy,submit rental application,किराये का आवेदन जमा करना,intermediate,action,family-application,
hou-143,Housing & tenancy,withdraw rental application,किराये का आवेदन वापस लेना,intermediate,action,family-application,
hou-144,Housing & tenancy,rental application processing time,किराये का आवेदन की प्रक्रिया अवधि,intermediate,term,family-application,
hou-145,Housing & tenancy,rental application reference number,किराये का आवेदन संदर्भ संख्या,intermediate,term,family-application,
hou-146,Housing & tenancy,rent payment,किराया भुगतान,intermediate,term,family-payment,dialogue-064
hou-147,Housing & tenancy,rental complaint,किराया शिकायत,intermediate,term,family-complaint,
hou-148,Housing & tenancy,attach condition report,स्थिति रिपोर्ट संलग्न करना,intermediate,action,family-document,
hou-149,Housing & tenancy,breach rental agreement,किराया समझौता का उल्लंघन करना,intermediate,action,family-agreement,
hou-150,Housing & tenancy,cancel rent payment,किराया भुगतान रद्द करना,intermediate,action,family-payment,
hou-151,Housing & tenancy,certified condition report,प्रमाणित स्थिति रिपोर्ट,intermediate,term,family-document,
hou-152,Housing & tenancy,condition report checklist,स्थिति रिपोर्ट जाँच सूची,intermediate,term,family-document,
hou-153,Housing & tenancy,condition report verification,स्थिति रिपोर्ट का सत्यापन,intermediate,term,family-document,
hou-154,Housing & tenancy,confirm rent payment,किराया भुगतान की पुष्टि करना,intermediate,action,family-payment,
hou-155,Housing & tenancy,end rental agreement,किराया समझौता समाप्त करना,intermediate,action,family-agreement,dialogue-064
hou-156,Housing & tenancy,escalate rental complaint,किराया शिकायत को उच्च स्तर पर भेजना,intermediate,action,family-complaint,
hou-157,Housing & tenancy,expired condition report,समाप्त स्थिति रिपोर्ट,intermediate,term,family-document,
hou-158,Housing & tenancy,fixed-term rental agreement,निश्चित अवधि का किराया समझौता,intermediate,term,family-agreement,
hou-159,Housing & tenancy,formal rental complaint,औपचारिक किराया शिकायत,intermediate,term,family-complaint,
hou-160,Housing & tenancy,full rent payment,पूर्ण किराया भुगतान,intermediate,term,family-payment,
hou-161,Housing & tenancy,investigate rental complaint,किराया शिकायत की जाँच करना,intermediate,action,family-complaint,
hou-162,Housing & tenancy,lodge rental complaint,किराया शिकायत दर्ज करना,intermediate,action,family-complaint,dialogue-064
hou-163,Housing & tenancy,make rent payment,किराया भुगतान करना,intermediate,action,family-payment,
hou-164,Housing & tenancy,missing condition report,लापता स्थिति रिपोर्ट,intermediate,term,family-document,
hou-165,Housing & tenancy,ongoing rental agreement,जारी किराया समझौता,intermediate,term,family-agreement,
hou-166,Housing & tenancy,original condition report,मूल स्थिति रिपोर्ट,intermediate,term,family-document,
hou-167,Housing & tenancy,overdue rent payment,अतिदेय किराया भुगतान,intermediate,term,family-payment,
hou-168,Housing & tenancy,partial rent payment,आंशिक किराया भुगतान,intermediate,term,family-payment,
